,Name,key
885,Buster Nut Brown Ale,436
886,Bed of Nails,437
887,Pullman Nut Brown,438
888,Nut Brown Ale,439
889,Get Up Offa That Brown,440
890,Thunder Hole Ale,441
891,Heritage Coffee Brown Ale,442
892,Nut Brown Ale,443
893,Traditional Ale,444
894,Ring Neck Braun Ale,445
895,Bone Shaker Brown,446
896,Brewer's Brown Ale,447
897,Geary's Autumn Ale,448
898,Pub Brown Ale,449
899,Third Stone Brown,450
900,Anchor Steam Beer,1151
901,Dorothy's New World Lager,1152
902,Brotherhood Steam,1153
903,Tarnation California-Style Lager,1154
904,Columbia Common,1155
905,Oscura,1156
906,Dampf Loc,1157
907,Anchor Steam Beer - Dry-Hopped,1158
908,East Coast Common Lager,1159
909,Steam Engine Lager,1160
910,District Common,1161
911,Village Reserve,1162
912,Hop Common,1163
913,Derecho,1164
914,Element 115,1165
915,The Citizen,1166
916,Catahoula Common,1167
917,Skjálfti,1168
918,Mountain Goat Steam Ale,1169
919,Pomona Queen,1170
920,Rio Grande Outlaw LagerSierra Blanca Brewing Company (Rio Grande),1171
921,Steamy Windows,1172
922,Common Man Special Lager,1173
923,Rocket Bike American Lager,1174
924,Big Boca Ale,1175
925,Boston Common,1176
926,Mosquito Beach,1177
927,Simple,1178
928,Red Bird Ale,1179
929,Pi Common,1180
930,33 Acres Of Life,1181
931,Steamhead,1182
932,Steemboat,1183
933,St. Florian's California Common,1184
934,Ampere Amber,1185
935,1888,1186
936,Virginia Common,1187
937,Urban People's Common Lager,1188
938,Chicago Common,1189
939,Aftershock,1190
940,Northtown Native,1191
941,Chesapeake Common Lager,1192
942,Common Sense,1193
943,Dampf Punk,1194
944,Big Sky Uncommon Lager,1195
945,Yoerg's Beer,1196
946,Derby Lager,1197
947,Slingshot,1198
948,Tragedy Of The Common,1199
949,Westy,1200
950,Theobroma,3201
951,Chipotle Ale,3202
952,Ghost Face Killah,3203
953,Crime,3204
954,Autumnal Molé Stout,3205
955,Sriracha Hot Stout,3206
956,Punishment,3207
957,5 Vulture,3208
958,Billy's Chilies Beer (Timberline Series),3209
959,Fatali Four,3210
960,Jalapeño Pepper Ale,3211
961,Don Jalapeno Ale,3212
962,MexiCali Stout,3213
963,Hot-Jala-Heim,3214
964,Rio Grande Pancho Verde Chile CervezaSierra Blanca Brewing Company (Rio Grande),3215
965,Serrano Pepper Ale,3216
966,Nacho Bait,3217
967,Chipotle Smoked Porter,3218
968,Patty's Chile Beer,3219
969,Ghost Scorpion Lager,3220
970,Fire Escape,3221
971,Fuego,3222
972,Spicy Bohemian,3223
973,Chili Pepper Ale,3224
974,Li'L Lucy's Hot Pepper Ale,3225
975,Thai Peanut,3226
976,Chili Tripel,3227
977,Green Chile Lager,3228
978,Red Rocket Stout,3229
979,Hot Chocolate,3230
980,What The Hatch,3231
981,El Heffe (Jalepeno Hefeweizen),3232
982,El Kabong,3233
983,Modelo Chelada Tamarindo Picante,3234
984,Wasatch Jalapeño Cream Ale,3235
985,Chili Devil,3236
986,Sigda's Green Chili,3237
987,Too Darn Hot,3238
988,Wildfire Lager,3239
989,Jose Pimiento,3240
990,Wanted: Joaquin Murrieta Chile Pepper Beer,3241
991,Tri-Pepper PilsenerGreat Dane Pub & Brewing Company (Downtown),3242
992,El Lapino,3243
993,Ring Of Fire,3244
994,Green Chili Beer,3245
995,Southern Ambrosia,3246
996,En Verano,3247
997,Hot Burning Love,3248
998,Chili Beer,3249
999,Dave Brown,3250
1000,Spotted Cow,1201
1001,Summer Solstice,1202
1002,Genesee Cream Ale,1203
1003,Calm Before The Storm,1204
1004,Wexford Irish Cream Ale,1205
1005,Regular Coffee,1206
1006,Sunlight Cream Ale,1207
1007,Cali Creamin' Vanilla Cream Ale,1208
1008,Golden Ale,1209
1009,Little Kings Cream Ale,1210
1010,Dayblazer,1211
1011,Carolina Blonde,1212
1012,Caramel Cream Ale,1213
1013,Kiwanda Cream Ale,1214
1014,Derailed Black Cherry Cream Ale,1215
1015,Cream Ale,1216
1016,Cafe Y Churro,1217
1017,Kentucky Vanilla Barrel Cream Ale,1218
1018,Narragansett Cream Ale,1219
1019,Cream Ale,1220
1020,Funnel Cake,1221
1021,Sleeman Cream Ale (64*),1222
1022,Flagship Ale,1223
1023,Irish Coffee,1224
1024,Stillwater Vanilla Cream Ale,1225
1025,El Murciélago,1226
1026,Croydon Cream Ale,1227
1027,Killer Whale Cream Ale,1228
1028,Cream Ale,1229
1029,SS-C.R.E.A.M,1230
1030,Wild Night Honey Cream Ale,1231
1031,Grazias,1232
1032,Castle Cream Ale,1233
1033,Suddenly Comfy,1234
1034,Grand Rabbits,1235
1035,Farmer Ted's Cream Ale,1236
1036,Henry Weinhard's Blue Boar Ale,1237
1037,Anthem Golden Ale,1238
1038,Dome Faux'm Throwback Cream Ale,1239
1039,Ermal's Belgian Style Cream Ale,1240
1040,Outboard,1241
1041,Fallen Apple,1242
1042,The Lawn Ranger Cream Ale,1243
1043,Carolina Strawberry,1244
1044,Shiner Homespun Cream Ale,1245
1045,Cosmic Cream Ale,1246
1046,Canyon Cream Ale,1247
1047,Cream Ale,1248
1048,Kitsilano Maple Cream Ale,1249
1049,Strawberry Whale Cake,1250
1050,Première (Red),501
1051,Maudite,502
1052,Abbey Ale,503
1053,Westmalle Trappist Dubbel,504
1054,Trappistes Rochefort 6,505
1055,Prior 8,506
1056,Abbey,507
1057,Trappist Westvleteren 8 (VIII)Brouwerij Westvleteren (Sint-Sixtusabdij van Westvleteren),508
1058,Père Jacques,509
1059,Dubbel Ale,510
1060,Pater 6,511
1061,Maredsous 8 - Brune,512
1062,Hell Hath No Fury Ale,513
1063,Corsendonk Pater / Abbey Brown Ale,514
1064,Grimbergen Dubbel,515
1065,Single Digit Dubbel Belgian-Style Dubbel Ale,516
1066,La Trappe Dubbel (Koningshoeven / Dominus),517
1067,Trappist Achel 8° Bruin,518
1068,Lost & Found,519
1069,Abbey Dubbel,520
1070,Bornem Double,521
1071,Affligem Dubbel,522
1072,Abbey Ale,523
1073,Resurrection,524
1074,Brother David's Belgian-style Double Ale,525
1075,Petrus Dubbel Bruin Ale,526
1076,Benno,527
1077,Jovial,528
1078,Brune,529
1079,St. Feuillien Brune,530
1080,Siamese Twin Ale,531
1081,Benediction,532
1082,Augustijn Donker Brune,533
1083,St. Sebastiaan Dark,534
1084,Brugse Zot Dubbel,535
1085,Ovila Abbey Barrel Aged Dubbel,536
1086,Solitude,537
1087,Big Bison Ale,538
1088,St. Vincent's Dubbel,539
1089,Brother Joseph's Belgian Dubbel,540
1090,Grimbergen Double-Ambree,541
1091,Dark Abby,542
1092,St Martin Brune,543
1093,Dominus Vobiscum Double,544
1094,Evil 8° Belgian-Style Dubbel Ale,545
1095,Horny Monk,546
1096,Sterkens Dubbel Ale,547
1097,Double Barrel Dubbel,548
1098,Natte,549
1099,Green's Endeavour Dubbel Dark Ale,550
1100,Oro De Calabaza,1801
1101,Domaine DuPage French Style Country Ale,1802
1102,Abbaye De Saint Bon-ChienBFM (Brasserie des Franches-Montagnes),1803
1103,Gift Of The Magi,1804
1104,Avant Garde,1805
1105,"Fuego Del Otono, Autumn Fire",1806
1106,Bière De Mars,1807
1107,Perdition,1808
1108,Biere De Norma,1809
1109,3 MONTS (Originale),1810
1110,Gavroche,1811
1111,Bière De Mars,1812
1112,Southampton Biere De Mars,1813
1113,Jenlain Ambrée,1814
1114,La Goudale,1815
1115,Reposé,1816
1116,Bière De Garde,1817
1117,Castelain Blond Biere De Garde,1818
1118,Grains Of Truth,1819
1119,Holiday Ale,1820
1120,Cuvée Des Jonquilles,1821
1121,Le Mort Vivant,1822
1122,Amber Ale On Lees,1823
1123,Contemplation Ale,1824
1124,Les Bière Des Sans Culottes,1825
1125,Jenlain Blonde,1826
1126,Saint Landelin La Divine,1827
1127,LA-31 Acadie,1828
1128,Good Harbor Golden Ale,1829
1129,Le Woof,1830
1130,Bellerose Biere Blonde Extra,1831
1131,Southampton Biere De Garde,1832
1132,Le Contrabassiste,1833
1133,Rendezvous,1834
1134,Space Cowboy Country Ale,1835
1135,Smuttynose Smistletoe,1836
1136,St. Amand,1837
1137,La Choulette Ambrée,1838
1138,Oxtoberfest,1839
1139,Ch'ti Blonde,1840
1140,La Choulette De Noël,1841
1141,Jenlain Bière De Noël,1842
1142,Le Batteur,1843
1143,French Country Christmas Ale (Biere De Garde),1844
1144,L'Ambrée D'Esquelbecq / Thiriez Amber,1845
1145,Biere De Garde,1846
1146,La Choulette Blonde,1847
1147,Bière De Garde,1848
1148,A Bretter Day Biere De Mars Ale,1849
1149,Jenlain Bière De Printemps,1850
1150,Sah'tea,3251
1151,Bare Bear,3252
1152,Sahati,3253
1153,Arctic Circle Ale,3254
1154,Lammin Kataja Olut,3255
1155,Lammin Sahtia,3256
1156,Sahti Claws,3257
1157,Prykmestar Savu Kataja,3258
1158,Nordic Ale,3259
1159,Barrel-Fermented Sahti,3260
1160,Finlandia Sahti,3261
1161,Plumage,3262
1162,Sahti,3263
1163,Barrel Bear,3264
1164,Ode To Sahti,3265
1165,Unforgiven Ale,3266
1166,Summer Sahti,3267
1167,Heavy Bough,3268
1168,#15 Modern Sahti,3269
1169,Gesik,3270
1170,Koduõlu,3271
1171,Caedmon's Ale,3272
1172,Koniec Swiata,3273
1173,Hackapeli,3274
1174,Malmgård Jouluolut,3275
1175,Jänis,3276
1176,Finlandia Strong Sahti,3277
1177,Drawing Down the Moon,3278
1178,Löyly,3279
1179,SahtiBarrel + Beam,3280
1180,Ode etta Sahti,3281
1181,"Jäinen Osmotar, Kahdeskymmenes Runo",3282
1182,Joulupukki,3283
1183,Rye Aspen Wood Sahti,3284
1184,Sahti,3285
1185,Valhalla,3286
1186,Mareritt,3287
1187,Sah Dude,3288
1188,Chalk Outline,3289
1189,Sahti,3290
1190,Spokespok,3291
1191,Nordic Farmhouse,3292
1192,Gin Barrel-Aged Heavy Bough,3293
1193,Knotty Sahti,3294
1194,Anne Of Gruit Gables,3295
1195,Sahti Fetish*,3296
1196,Jelonki,3297
1197,Puhti IV B,3298
1198,Viking Ale,3299
1199,"Mjolnir (""Thor's Hammer"")",3300
1200,Hennepin,1851
1201,Tank 7,1852
1202,Sofie,1853
1203,Saison Dupont,1854
1204,Saison-Brett,1855
1205,Sorachi Ace,1856
1206,Arthur,1857
1207,Fantôme Saison,1858
1208,Saison Rue,1859
1209,Pepe Nero Belgian Style Ale,1860
1210,Colette,1861
1211,Anna,1862
1212,Saison Du BUFF,1863
1213,Seizoen Bretta,1864
1214,Avec Les Bons Voeux,1865
1215,Peche 'n Brett,1866
1216,Prairie Standard,1867
1217,Opal,1868
1218,Bam Bière,1869
1219,Interlude,1870
1220,Le Merle,1871
1221,Surette Provision Saison,1872
1222,Brother Soigné,1873
1223,Saison,1874
1224,Cellar Door,1875
1225,Saison,1876
1226,Prairie Hop,1877
1227,Rabbid Rabbit,1878
1228,Florence,1879
1229,Helios (V Saison),1880
1230,Apex Predator,1881
1231,Saison Bernice,1882
1232,Halia,1883
1233,Red Barn Ale,1884
1234,Prairie Ale,1885
1235,Vieille Artisanal Saison,1886
1236,Stateside Saison,1887
1237,Birra,1888
1238,Bam Noire,1889
1239,St. Feuillien Saison,1890
1240,Carnevale,1891
1241,'Merica,1892
1242,La Vermontoise,1893
1243,Saison Du Fermier,1894
1244,Love Buzz Saison,1895
1245,Arctic Saison,1896
1246,Foret,1897
1247,Das Wunderkind!,1898
1248,Clara Grisette,1899
1249,Gillian,1900
1250,#9,3301
1251,Samuel Adams Cherry WheatBoston Beer Company (Samuel Adams),3302
1252,Raspberry Tart,3303
1253,Summer Shandy,3304
1254,Rübæus,3305
1255,Wisconsin Belgian Red,3306
1256,Purple Haze,3307
1257,Banana Bread Beer,3308
1258,Serendipity,3309
1259,Hell Or High Watermelon Wheat Beer,3310
1260,Blushing Monk,3311
1261,Éphémère (Apple),3312
1262,Autumn Maple,3313
1263,Samuel Adams Porch RockerBoston Beer Company (Samuel Adams),3314
1264,Thumbprint Apple Ale,3315
1265,Black & Blue,3316
1266,Strawberry Rhubarb,3317
1267,Mango Magnifico,3318
1268,Cerise,3319
1269,Strawberry Lager,3320
1270,Samuel Adams Cranberry LambicBoston Beer Company (Samuel Adams),3321
1271,Shiner Ruby Redbird,3322
1272,Tweason'ale,3323
1273,Fort,3324
1274,Soft Parade,3325
1275,Blue,3326
1276,Pyramid Apricot Ale,3327
1277,Redd's Apple Ale,3328
1278,Wild Blueberry Wheat Ale,3329
1279,Stiegl Radler (Grapefruit),3330
1280,Tangerine Wheat,3331
1281,Cucumber Saison,3332
1282,Pumpkinfest,3333
1283,Apricot Wheat,3334
1284,UFO Raspberry Hefeweizen,3335
1285,Samuel Adams Blueberry Hill LagerBoston Beer Company (Samuel Adams),3336
1286,Shiner Prickly Pear,3337
1287,Son Of A Peach,3338
1288,Shock Top Lemon Shandy,3339
1289,Orange Shandy,3340
1290,Bumble Berry Honey Blueberry Ale,3341
1291,Blackbeary Wheat,3342
1292,Raspberry Ale,3343
1293,Blueberry Ale,3344
1294,Pumpkin Lager,3345
1295,Delirium Red,3346
1296,Orange Blossom Cream Ale,3347
1297,Curious Traveler Lemon Shandy,3348
1298,Pugsley's Signature Series: Smashed Blueberry,3349
1299,Organic StrawberrySamuel Smith Old Brewery (Tadcaster),3350
1300,Fraoch Heather Ale,3351
1301,Alba Scots Pine Ale,3352
1302,Kvasir,3353
1303,Ebulum Elderberry Black Ale,3354
1304,Grozet,3355
1305,Kelpie Seaweed Ale,3356
1306,13th Century Grut Bier,3357
1307,Posca Rustica,3358
1308,Special Herbs (Seasonal),3359
1309,Koyt,3360
1310,Bog Water,3361
1311,Viking Fraoch,3362
1312,Sacred Gruit Ale,3363
1313,Gruut Blond,3364
1314,Spring Tonic,3365
1315,St. Luke's Verse (Lavender Gruit),3366
1316,Working For Tips,3367
1317,MaddAddamites NooBroo,3368
1318,Peach Gruit,3369
1319,Weekapaug Gruit,3370
1320,Gruut Bruin,3371
1321,Wild Oats Series No. 8 - Bog Father Eastern Ontario Gruit,3372
1322,Tip Ta Tip,3373
1323,Suneater,3374
1324,Beann Gulban Irish Heather Ale,3375
1325,Buenos Dias,3376
1326,Salt Spring Heatherdale Ale,3377
1327,William Wallace,3378
1328,Mumm,3379
1329,Plaid To The Bone,3380
1330,Ancient Gruit Ale,3381
1331,Blessed Thistle,3382
1332,Wild Oats Series No. 51 - O.G. (Original Gruit),3383
1333,Wild Oats Series No. 61 - Tyrannosaurus Gruit,3384
1334,Scandinavian Spruce Ale,3385
1335,Heather Ale,3386
1336,Våronna,3387
1337,Imaginary Day,3388
1338,Artemis,3389
1339,Two Weeks Notice,3390
1340,Groot,3391
1341,Chaga Groove,3392
1342,La Clef Des Champs,3393
1343,Grewit Barrel-aged Old World Ale,3394
1344,Gothic Ale,3395
1345,Andromeda Heather Ale,3396
1346,Reggae Junkie,3397
1347,Garden Party,3398
1348,Love Potion #9,3399
1349,Exhilaration,3400
1350,BeniakaCoedo Brewery (Kyodo Shoji Koedo Brewery),3401
1351,Kirin Tanrei,3402
1352,Kinmugi (Rich Malt),3403
1353,Clear Sakura Beer,3404
1354,Asahi Honnama Red,3405
1355,Kirin Tanrei Green Label,3406
1356,Asahi Honnama Aqua Blue,3407
1357,Orion Mugi Shokunin,3408
1358,Okhotsk Blue Draft,3409
1359,Sapporo Draft One,3410
1360,Kinshachi Nagoya Red Miso Lager,3411
1361,Orion Southern Star,3412
1362,Kirin Enjuku,3413
1363,Helios Goya Dry,3414
1364,Asahi Honnama Gold,3415
1365,Kirin Nodogoshi,3416
1366,Tanba No Kuromame,3417
1367,Orion Special X,3418
1368,Sapporo Mugi To Hop: The Gold,3419
1369,Kirin Shirokirin,3420
1370,Jokki (Jug Nama),3421
1371,Asahi Style Free,3422
1372,Asahi Shinnama,3423
1373,Kirin Enjuku Kuro,3424
1374,Kirin Nodogoshi Nama,3425
1375,FiLite,3426
1376,Cherry & Berry Ale,3427
1377,Honkaku Karakuchi Mugi,3428
1378,Pear Lager,3429
1379,Peach White Ale,3430
1380,Sapporo Hokkaido Premium,3431
1381,Melon Ale,3432
1382,Shokunin Koji Ale,3433
1383,Lemon Lager,3434
1384,Barreal,3435
1385,Asahi Style Free (and Purine Free),3436
1386,Honey Apple Ale,3437
1387,Kirin Tanrei W Double,3438
1388,Sapporo Mugi To Hopppu (trans. Barley And Hop),3439
1389,Asahi Strong Off,3440
1390,Asahi Craft Style British Ale Type,3441
1391,Kirin Sumikiri,3442
1392,Kinmugi Clear Label (金麦クリアラベル),3443
1393,Kirin Tanrei Platinum Double,3444
1394,Sapporo Mega Lager,3445
1395,Orion Nangoku Monogatari,3446
1396,Inari Biru,3447
1397,Akiraku,3448
1398,Aki No Zeitaku,3449
1399,Yuzu Lager,3450
1400,Midas Touch,3451
1401,2XMAS,3452
1402,Chateau Jiahu,3453
1403,Good Juju,3454
1404,Juniper Pale Ale,3455
1405,Agave Wheat,3456
1406,Birra Etrusca,3457
1407,Rosée D'Hibiscus,3458
1408,Dead Rise Old Bay Summer Ale,3459
1409,Ta Henket,3460
1410,Blue Moon Cinnamon Horchata AleCoors Brewing Company (Molson-Coors),3461
1411,Rosa Hibiscus Ale,3462
1412,Poor Richard's Tavern Spruce Ale,3463
1413,Hitachino Nest Real Ginger Ale,3464
1414,Jaw-Jacker,3465
1415,Hard Root Beer,3466
1416,Leisure Time,3467
1417,Blue Moon Caramel Apple Spiced AleCoors Brewing Company (Molson-Coors),3468
1418,Mandarin Nectar,3469
1419,El Mole Ocho,3470
1420,Applehead,3471
1421,Blue Moon Gingerbread Spiced AleCoors Brewing Company (Molson-Coors),3472
1422,Baladin Nora,3473
1423,Bison Organic Gingerbread Ale,3474
1424,Mexican Chocolate Stout,3475
1425,Cinnamon Roll Imperial Ale,3476
1426,UFO Gingerland,3477
1427,Hard Root Beer,3478
1428,Summer Swelter Ale,3479
1429,Mexas Ranger,3480
1430,Mount Desert Island Ginger,3481
1431,GingerBreadHead,3482
1432,Bison Organic Honey Basil,3483
1433,Lemongrass Luau,3484
1434,Dos Equis Azul,3485
1435,Rude Elf's Reserve,3486
1436,Underlig Jul,3487
1437,Noël Des Géants,3488
1438,"Lavender, Sunflower Honey and Date Honey Ale (LSD)",3489
1439,Best Damn Root Beer,3490
1440,Señorita,3491
1441,Lemon Tea Ale,3492
1442,Eille,3493
1443,Ginger Beard,3494
1444,Red/White Christmas,3495
1445,Brunch Money,3496
1446,La MeuleBFM (Brasserie des Franches-Montagnes),3497
1447,Samuel Adams Ginger BeerBoston Beer Company (Samuel Adams),3498
1448,Nor'Easter Lager,3499
1449,Welcome To Scoville Jalapeño IPA,3500
1450,Two Hearted Ale,1251
1451,Sculpin,1252
1452,60 Minute IPA,1253
1453,Stone IPA,1254
1454,Torpedo Extra IPA,1255
1455,Celebration Fresh Hop IPA,1256
1456,IPA,1257
1457,A Little Sumpin' Sumpin' Ale,1258
1458,Jai Alai IPA,1259
1459,Centennial IPA,1260
1460,Racer 5,1261
1461,All Day IPA,1262
1462,HopDevil,1263
1463,Union Jack IPA,1264
1464,Sculpin - Grapefruit,1265
1465,Blind Pig,1266
1466,Furious,1267
1467,Lunch,1268
1468,Fresh Squeezed IPA,1269
1469,Flower Power India Pale Ale,1270
1470,"Smuttynose IPA ""Finest Kind""",1271
1471,ApriHop,1272
1472,Harvest Ale,1273
1473,Duet,1274
1474,Head Hunter,1275
1475,Samuel Adams Rebel IPABoston Beer Company (Samuel Adams),1276
1476,Hop Nosh IPA,1277
1477,Big Eye,1278
1478,IPA,1279
1479,Titan IPA,1280
1480,Nelson,1281
1481,Samuel Adams Latitude 48 IPABoston Beer Company (Samuel Adams),1282
1482,Hop Wallop,1283
1483,75 Minute IPA,1284
1484,Northern Hemisphere Harvest Wet Hop IPA,1285
1485,IPA,1286
1486,Loose Cannon,1287
1487,Hopsecutioner,1288
1488,Go To IPA,1289
1489,Anchor Liberty Ale,1290
1490,Snake Dog,1291
1491,Deviant Dale's IPA,1292
1492,Brew Free Or Die IPA,1293
1493,Long Hammer IPA,1294
1494,Hop Hunter,1295
1495,Crooked Tree IPA,1296
1496,Anti-Hero IPA,1297
1497,IPA,1298
1498,Hop Ottin' IPA,1299
1499,India Pale Ale (IPA),1300
1500,Raging Bitch,1301
1501,A Little Sumpin' Wild,1302
1502,Houblon Chouffe Dobbelen IPA Tripel,1303
1503,Green Flash Le Freak,1304
1504,Accumulation,1305
1505,Chainbreaker White IPA,1306
1506,Citra Bitter Monk,1307
1507,De Ranke XX Bitter,1308
1508,Galaxy White IPA,1309
1509,Live A Rich Life,1310
1510,Hugh Malone,1311
1511,Urthel Hop-ItDe Leyerth Brouwerijen (Urthel),1312
1512,Poperings Hommel Bier,1313
1513,Otter Creek Fresh Slice,1314
1514,Bedlam,1315
1515,Grumpy MonkBoston Beer Company (Samuel Adams),1316
1516,Gouden Carolus Hopsinjoor,1317
1517,Dernière Volonté,1318
1518,The Audacity Of Hops,1319
1519,White Hatter,1320
1520,Saranac White IPA,1321
1521,Troubadour Magma,1322
1522,Why Can't IBU,1323
1523,Smuttynose Homunculus (Big Beer Series),1324
1524,Triomphe Belgian IPA,1325
1525,Foray Belgian Style IPA,1326
1526,Piraat Triple Hop Dry Hopped Ale,1327
1527,White IPA,1328
1528,Glaucus,1329
1529,Whiplash White IPA,1330
1530,Wasatch GhostRider White IPA,1331
1531,Hopus,1332
1532,Tropical Bitch,1333
1533,Tree Bucket Double IPA,1334
1534,HopAnomaly - Reserve Series Aged In French Oak Chardonnay Barrels,1335
1535,Simcoe Silly,1336
1536,Pan Galactic Gargle Blaster,1337
1537,White IPA,1338
1538,Hop Trapp,1339
1539,Brainless IPA,1340
1540,Butterfly Flashmob,1341
1541,Hoppy Daze IPA,1342
1542,Bourbon DIPA,1343
1543,Hop Wrangler,1344
1544,Delirium Argentum,1345
1545,HopAnomaly,1346
1546,Thai Style White IPA,1347
1547,Gaspar Ale,1348
1548,White Birch Hooksett Ale,1349
1549,Aldebaran,1350
1550,NightTime,1351
1551,Dark Penance,1352
1552,Back In Black,1353
1553,Dubhe,1354
1554,Yakima Glory,1355
1555,Snow Day Winter Ale,1356
1556,Hoppy Feet,1357
1557,Hop In The Dark Cascadian Dark Ale,1358
1558,Reserve Special Black Ale,1359
1559,Project PAM,1360
1560,Pitch Black IPA,1361
1561,Heavy Seas Black Cannon,1362
1562,Grainstorm Black Rye IPA,1363
1563,Hoppy Bunny A.B.A. (American Black Ale),1364
1564,Anger,1365
1565,Black Racer,1366
1566,Hop Strike Black IPA,1367
1567,Close Encounter,1368
1568,Death Hoppy Black Ale,1369
1569,Toxic Sludge,1370
1570,Cold Press Black Ale,1371
1571,James Black Ale,1372
1572,Black Rajah,1373
1573,Damien,1374
1574,Libertine Black Ale,1375
1575,Smuttynose Noonan Black IPA,1376
1576,Society & Solitude #2,1377
1577,Morimoto Black Obi Soba Ale,1378
1578,Jukebox-Hero,1379
1579,In The Name Of Suffering,1380
1580,Onyx Black Ale,1381
1581,Widow Maker Black Ale,1382
1582,Black Hatter,1383
1583,B-Craft Black,1384
1584,Midnight Hoppyness,1385
1585,Hop Noir,1386
1586,Goodnight Bodacious,1387
1587,Barrel Aged Double Shot Double Black,1388
1588,Epitome,1389
1589,Route Of All Evil Black Ale,1390
1590,Lead Feather Black Ale,1391
1591,Black Perle Dark India Pale Ale,1392
1592,Dark Vine Black India Pale Ale,1393
1593,Black IPA,1394
1594,Bludgeon Yer Eye PA,1395
1595,Blakkr,1396
1596,Black Tuna,1397
1597,Hop Heathen,1398
1598,NetherWorld Cascadian Dark Ale,1399
1599,Foster,1400
1600,Brut IPA,1401
1601,Enjoy By Brüt IPA,1402
1602,Brut IPA,1403
1603,Sparkler,1404
1604,B-43,1405
1605,Civilized Brut IPA,1406
1606,Brut-Hero,1407
1607,Brut IPA,1408
1608,Moral Panic,1409
1609,Brut IPA,1410
1610,Juicy Brut,1411
1611,The Brut Squad,1412
1612,Hoppin' Bubbly,1413
1613,Dry & Mighty,1414
1614,Rouge,1415
1615,Moonwalk Brut IPA,1416
1616,Caged Wisdom,1417
1617,Liquid Stardust,1418
1618,Batch 10000,1419
1619,Fizzy Bizness,1420
1620,Extra Extra Double Brut IPA,1421
1621,Brut IPA,1422
1622,Black Tie Optional,1423
1623,Daymaker,1424
1624,Stratosbeer,1425
1625,Mighty Cascade,1426
1626,Brut IPA,1427
1627,Black Tie Required,1428
1628,Brütiful Day,1429
1629,Brut IPA,1430
1630,Dry Skies,1431
1631,Rinse / Repeat - Brut IPA With Galaxy,1432
1632,Champion Brut,1433
1633,Brut IPA,1434
1634,Fancy Stuff,1435
1635,Champagne Hopi,1436
1636,Ten Tickles,1437
1637,Mello Hello,1438
1638,Brutal Doodz,1439
1639,Juicy Contradiction,1440
1640,BroMosa Tangerine IPA,1441
1641,Brut Rose IPA,1442
1642,Brut of All Evil,1443
1643,MFIPA: Mosaic Brut,1444
1644,Brut-Y Pellets,1445
1645,Cosmic Ocean,1446
1646,Tickle,1447
1647,Brutus Xtra Dry IPA,1448
1648,Science Magic,1449
1649,Dank Tank: Et Tu Brute?,1450
1650,Goose IPA,1451
1651,IPA,1452
1652,Commodore Perry,1453
1653,East India Pale Ale,1454
1654,Brutal,1455
1655,India AleSamuel Smith Old Brewery (Tadcaster),1456
1656,Blackheart,1457
1657,Blind Faith,1458
1658,Long Trail India Pale Ale,1459
1659,Monkey Fist,1460
1660,Fuggles IPA,1461
1661,HopFish IPA,1462
1662,Guinness Nitro IPA,1463
1663,Lost Sailor India Pale Ale,1464
1664,IPA,1465
1665,Sweet Child Of Vine,1466
1666,India Pale Ale,1467
1667,India Pale Ale,1468
1668,Hitachino Nest Japanese Classic Ale,1469
1669,Cold Hop British-Style Ale,1470
1670,Shed IPA,1471
1671,Bad Elf Winter's Ale,1472
1672,Naughty 90,1473
1673,ImPaled Ale,1474
1674,Day Of The Dead Beer (Cerveza De Los Muertos) Hop On Or Die DOA IPA,1475
1675,Newcastle Winter IPA,1476
1676,India Pale Ale,1477
1677,Kennebunkport IPA,1478
1678,Toasted Oak IPA,1479
1679,Hopnotic India Pale Ale,1480
1680,Fuller's India Pale Ale,1481
1681,El Guapo Agave IPA,1482
1682,Blitzkrieg Hops,1483
1683,Worthington's White Shield,1484
1684,Old East India Pale Ale,1485
1685,Duke Of Wellington India Pale Ale,1486
1686,Deuchars IPA,1487
1687,Southampton Burton IPA,1488
1688,Greene King IPA,1489
1689,Gatecrasher,1490
1690,Flagship IPA,1491
1691,Red Betty IPACentral City Brewers + Distillers,1492
1692,Hops & Robbers,1493
1693,St-Ambroise India Pale Ale,1494
1694,Proper Job,1495
1695,Dead Elephant,1496
1696,Dead Horse IPA,1497
1697,Trinity IPA,1498
1698,Old Empire,1499
1699,India Pale Ale,1500
1700,90 Minute IPA,1501
1701,Pliny The Elder,1502
1702,Hopslam Ale,1503
1703,Enjoy By IPA,1504
1704,Lagunitas Sucks,1505
1705,120 Minute IPA,1506
1706,West Coast IPA,1507
1707,Hop Stoopid,1508
1708,Double Jack,1509
1709,DirtWolf,1510
1710,Burton Baton,1511
1711,Double Trouble,1512
1712,Hoptimum,1513
1713,Dreadnaught IPA,1514
1714,Sip Of Sunshine,1515
1715,Maharaja,1516
1716,Maximus,1517
1717,Devil Dancer,1518
1718,Resin,1519
1719,2XIPA,1520
1720,Abrasive Ale,1521
1721,Hercules Double IPA,1522
1722,Palate Wrecker,1523
1723,Perpetual IPA,1524
1724,Pure Hoppiness,1525
1725,Arctic Panzer Wolf,1526
1726,Chillwave,1527
1727,Pliny The Younger,1528
1728,Unearthly (Imperial India Pale Ale),1529
1729,Permanent Funeral,1530
1730,A Little Sumpin' Extra! Ale,1531
