,Name,key
1731,Myrcenary Double IPA,1532
1732,Gubna,1533
1733,G-Bot,1534
1734,Dorado,1535
1735,Double Crooked Tree IPA,1536
1736,The Oracle,1537
1737,Ninja Vs. Unicorn,1538
1738,Lake Erie Monster,1539
1739,Green Flash Imperial India Pale Ale,1540
1740,Dinner,1541
1741,Hi-Res,1542
1742,Hop Henge,1543
1743,Double Sunshine,1544
1744,Ruination Double IPA 2.0,1545
1745,Hop Ranch,1546
1746,The Waldos' Special Ale,1547
1747,Hop JuJu,1548
1748,471 Small Batch IPA,1549
1749,Mongo,1550
1750,Heady Topper,1551
1751,Julius,1552
1752,Focal Banger,1553
1753,Green,1554
1754,King Sue,1555
1755,Haze,1556
1756,Abner,1557
1757,Alter Ego,1558
1758,Congress Street IPA,1559
1759,Crusher,1560
1760,Double Citra®,1561
1761,Susan,1562
1762,Doppelganger,1563
1763,The Substance,1564
1764,Vicinity,1565
1765,Double Galaxy,1566
1766,Swish,1567
1767,Society & Solitude #5,1568
1768,Double Dry Hopped Congress Street,1569
1769,Sap,1570
1770,Hazy Little Thing IPA,1571
1771,Mastermind,1572
1772,Very Green,1573
1773,Boomsauce,1574
1774,Society & Solitude #4,1575
1775,Cutting Tiles (Mosaic),1576
1776,Double Dry Hopped Melcher Street,1577
1777,King Julius,1578
1778,Epiphany,1579
1779,Heavy Mettle,1580
1780,Melcher Street,1581
1781,M-43,1582
1782,All Green Everything,1583
1783,Ghost In The Machine,1584
1784,Juice Machine,1585
1785,Ephraim,1586
1786,Doubleganger,1587
1787,Fuzzy Baby Ducks,1588
1788,Double Dry Hopped Sleeper Street,1589
1789,In Perpetuity,1590
1790,Puff,1591
1791,Softly Spoken Magic Spells,1592
1792,Fiddlehead IPA,1593
1793,Very Hazy,1594
1794,Harlan IPA,1595
1795,Upper Case,1596
1796,Society & Solitude #6,1597
1797,Scaled Up,1598
1798,JJJuliusss,1599
1799,Double Dry Hopped Scaled,1600
1800,Ochakovskiy Kvass,3501
1801,Kvass,3502
1802,Kvas,3503
1803,,3504
1804,Kvass,3505
1805,Khlebny Kray,3506
1806,Nicola Traditional,3507
1807,Shopping Spree,3508
1808,Kvas Taras (квас тарас),3509
1809,Kvass,3510
1810,Ryemera,3511
1811,Moskvas Classic(al) (москвас классический),3512
1812,Duonos Gira Kvass,3513
1813,Khlebny Kvass,3514
1814,Monastyrskiy Okroshka Kvass (Монастырский Окрошка Квас),3515
1815,Nesher Malt,3516
1816,Obolon Kwas Chlebowy,3517
1817,Kvas Yahont,3518
1818,Krushka & Bochka Kvass,3519
1819,Zyto,3520
1820,Monastyrskiy Black Currant Kvas,3521
1821,Pass The Kvassia,3522
1822,Danilo Classic Kvas,3523
1823,Smoke Signals,3524
1824,Danilo Okroshka Kvas,3525
1825,Danilo Pohmilny Kvas,3526
1826,Trial Of Dmitri,3527
1827,Companions,3528
1828,Verkin Pokhmil'nyy Kvass (веркин похмильный квас),3529
1829,PigMosa,3530
1830,Lidsky Kvas,3531
1831,Stepan Timofeevich Kvass (Степан Тимофеевич Квас),3532
1832,Malty,3533
1833,Smetoniška Gira,3534
1834,Brordinskiy Classical Kvass (Бородинский Классический Квас),3535
1835,Imperial Kvass Gira,3536
1836,Russian Gift Kvass (Русский Дар Квас),3537
1837,Rīgas Kvass,3538
1838,Nicola for Okroshka Kvass (Никола для Окрошка Квас),3539
1839,Pass The Kvassier,3540
1840,Ochakovskiy Kvass (1.2%),3541
1841,Ilguciema Kvass,3542
1842,Family Secret Borodino Household Kvass,3543
1843,Drevlyansky Kvass,3544
1844,"Family Secret Customized, Fragrant (Boiled, Flavored) Household Kvass (Семе",3545
1845,Olimpia Kvas,3546
1846,Cornbread Kvass,3547
1847,Bread Kvass (Kvas Хлебный)Bouquet Of Chuvashia (Cheboksarskaya Pivovariya),3548
1848,Tauras Gira Nefiltruota,3549
1849, Fair/Legal Kvass (ЯРИЛО СПРАВЖНыЙ Квас),3550
1850,Summertime,1901
1851,California Kölsch,1902
1852,Reissdorf Kölsch,1903
1853,Canoe Paddler,1904
1854,Gaffel Kölsch,1905
1855,Fancy Lawnmower,1906
1856,Kölsch,1907
1857,Samuel Adams East-West KölschBoston Beer Company (Samuel Adams),1908
1858,Kölsch,1909
1859,Samuel Adams Escape RouteBoston Beer Company (Samuel Adams),1910
1860,Full Circle,1911
1861,Santo,1912
1862,Calumet Queen,1913
1863,Früh Kölsch,1914
1864,Rogue Farms Honey Kolsch,1915
1865,Sünner Kölsch,1916
1866,Clearwater Kölsch,1917
1867,Mangö,1918
1868,Curve Ball Blonde Ale,1919
1869,Saranac Kölsch,1920
1870,Kölsch,1921
1871,Krankshaft Kölsch,1922
1872,32°/50° Kölsch,1923
1873,Karnival Kolsch,1924
1874,Endless River,1925
1875,Love Street Summer Seasonal,1926
1876,Lug Tread Lagered Ale,1927
1877,Summer Ale,1928
1878,Geary's Summer Ale,1929
1879,Lancaster Kölsch,1930
1880,Spectra Trifecta,1931
1881,Big Sprang,1932
1882,Dundee Kolsch Style Ale,1933
1883,Kölsch 151,1934
1884,Sprang,1935
1885,American Kölsch,1936
1886,HooDoo Kölsch Style Ale,1937
1887,Shiner Kölsch,1938
1888,Gateway Kolsch,1939
1889,Lift,1940
1890,Blonde Ale,1941
1891,Lawn Seat,1942
1892,Gold Spike Ale,1943
1893,Kolsch 45,1944
1894,Tart Peach Kölsch,1945
1895,Kolsch,1946
1896,Angry Angel,1947
1897,Josephs Brau Summer Brew,1948
1898,Chaser Pale Ale,1949
1899,Sunbru,1950
1900,Budweiser,2251
1901,Pabst Blue Ribbon (PBR),2252
1902,Corona Extra,2253
1903,Miller High Life,2254
1904,Red Stripe Jamaican Lager,2255
1905,Coors BanquetCoors Brewing Company (Molson-Coors),2256
1906,Rolling Rock Extra Pale,2257
1907,Dos Equis Special Lager,2258
1908,Modelo Especial,2259
1909,Miller Genuine Draft,2260
1910,Labatt Blue,2261
1911,Foster's Lager,2262
1912,Tecate,2263
1913,Cerveza Pacifico Clara,2264
1914,Landshark Lager,2265
1915,Molson Canadian Lager,2266
1916,Busch Beer,2267
1917,Sol,2268
1918,Natural Ice,2269
1919,Narragansett Lager,2270
1920,Icehouse,2271
1921,Batch 19Coors Brewing Company (Molson-Coors),2272
1922,Bud Ice,2273
1923,Hamm's,2274
1924,Lone Star Beer,2275
1925,Old Milwaukee Beer,2276
1926,Presidente,2277
1927,Solid Gold,2278
1928,Milwaukee's Best,2279
1929,Red Dog,2280
1930,Keystone IceCoors Brewing Company (Molson-Coors),2281
1931,Old Style,2282
1932,Milwaukee's Best Ice,2283
1933,Genesee Beer,2284
1934,Original,2285
1935,Stroh's,2286
1936,Grain Belt Premium,2287
1937,Carta Blanca,2288
1938,Imperial,2289
1939,National Bohemian Beer,2290
1940,Iron City Beer,2291
1941,Schlitz (Classic 1960's Formula)JOS. Schlitz Brewing Co. (Pabst),2292
1942,Taj Mahal Premium Lager,2293
1943,Molson Ice,2294
1944,Lionshead Pilsner,2295
1945,Carib Lager,2296
1946,Birra Peroni,2297
1947,San Miguel Premium Lager,2298
1948,Super Bock,2299
1949,Lager,2300
1950,Traditional Lager,701
1951,Lager,702
1952,George Killian's Irish RedCoors Brewing Company (Molson-Coors),703
1953,Toasted Lager,704
1954,Amber,705
1955,Original Honey Brown Extra Rich Lager (Beer Brewed With Honey),706
1956,Third Shift Amber LagerCoors Brewing Company (Molson-Coors),707
1957,Riverwest Stein Beer,708
1958,Vinyl,709
1959,Barking Squirrel Lager,710
1960,Redbridge,711
1961,ZiegenBock Amber,712
1962,Coney Island Lager,713
1963,Grain Belt Nordeast,714
1964,Wisconsin Amber,715
1965,Rickard's Red,716
1966,Creemore Springs Premium Lager,717
1967,Red Oak Amber,718
1968,Lashes Lager,719
1969,Texas Red Amber Lager,720
1970,Point Classic Amber,721
1971,Sleeman Honey Brown Lager,722
1972,Winter Skål,723
1973,Schell's Dark,724
1974,Starr Hill Jomo Lager,725
1975,Colorado Native Amber Lager,726
1976,Fisherman's Brew,727
1977,Michelob Honey Lager,728
1978,Ornery Amber,729
1979,Yard Sale Winter Lager,730
1980,Budweiser Freedom Reserve Red Lager,731
1981,Pre-Prohibition Style Lager,732
1982,Session Fest,733
1983,Trader Jose's Dark Lager,734
1984,LTD Series - 05,735
1985,Budweiser 1933 Repeal Reserve Amber Lager,736
1986,Hudepohl Amber Lager,737
1987,100th Meridian,738
1988,Lil' Wheezy,739
1989,American Amber,740
1990,Preseason Lager,741
1991,Cypress Honey Lager,742
1992,Rochester Red,743
1993,Ruby Lager,744
1994,Cold Brew Coffee Lager,745
1995,Kutztown LagerSaucony Creek Brewing Company + Gastropub,746
1996,Dundee Irish Red Lager,747
1997,Muddy Creek Lager,748
1998,Stegmaier Amber Lager,749
1999,Mojave Red,750
2000,Longboard Island Lager,2301
2001,Sapporo Premium Beer,2302
2002,Kirin Ichiban,2303
2003,Lager,2304
2004,Shift Pale Lager,2305
2005,California Lager,2306
2006,Totally Naked,2307
2007,Session Lager,2308
2008,Michelob (Original Lager),2309
2009,Shiner Kosmos Reserve,2310
2010,Shiner Blonde,2311
2011,Pilsner,2312
2012,Sam '76Boston Beer Company (Samuel Adams),2313
2013,Jabby Brau,2314
2014,Molson Golden,2315
2015,Joe's Premium American Pilsner,2316
2016,Premium Beer,2317
2017,UnderDog Atlantic Lager,2318
2018,Shiner Premium,2319
2019,Simpler Times Lager,2320
2020,Henry Weinhard's Private Reserve,2321
2021,The One They Call Zoe,2322
2022,Pacific Wonderland Lager,2323
2023,KC Pils,2324
2024,Omission Lager (Gluten-Free),2325
2025,Supper Club,2326
2026,Mexican Logger,2327
2027,Tropic Of Thunder,2328
2028,Hop Syndrome Lager,2329
2029,Craft Lager,2330
2030,Slingshot American Craft Lager,2331
2031,Orange Blossom Pilsner,2332
2032,Kenzinger,2333
2033,Sierraveza,2334
2034,Tampa-Style Lager,2335
2035,Desperados,2336
2036,Tesla Lager,2337
2037,Golden,2338
2038,Trigo,2339
2039,Alpine Glacier Lager,2340
2040,Remain In Light,2341
2041,Sleeman Original Draught,2342
2042,East Coast Lager,2343
2043,Keeper,2344
2044,Blue Moon Belgian Table PilsCoors Brewing Company (Molson-Coors),2345
2045,Hoppy Lager,2346
2046,Orange Vanilla Fathom,2347
2047,Sit Down Son,2348
2048,Buenaveza Salt & Lime Lager,2349
2049,Northwoods Lager,2350
2050,Dortmunder Gold,2351
2051,Jinx Proof,2352
2052,Ayinger Jahrhundert Bier,2353
2053,DAB Original,2354
2054,Edelstoff,2355
2055,Baltika #7 Export,2356
2056,Dog Days Dortmunder Style Lager,2357
2057,33 ExportVBL Tien Giang Limited (Fosters),2358
2058,Shiner Dortmunder (Spring Ale),2359
2059,Svyturys Ekstra,2360
2060,Mountain Lager,2361
2061,Dominion Lager,2362
2062,Labrador Lager,2363
2063,Imperial Dortmunder,2364
2064,Yebisu (Premium),2365
2065,Shiner Fröst,2366
2066,DAB Export,2367
2067,Flensburger Gold,2368
2068,Golden Export,2369
2069,Commerzienrat Riegele Privat,2370
2070,Dortmunder Local Export Lager,2371
2071,Lomza Export,2372
2072,Howlin' Chinaski,2373
2073,California Dry Hop Lager,2374
2074,Reutberger Export Hell,2375
2075,Premium Edel (Spezialbier Edel),2376
2076,God Lager,2377
2077,DortWunder Lager,2378
2078,Alpen Stoff,2379
2079,Mariestads Export,2380
2080,Oettinger Export,2381
2081,Loose Caboose Lager,2382
2082,Tegernsee Spezial,2383
2083,Klara,2384
2084,Mönchshof Landbier,2385
2085,Lunatic Lager,2386
2086,Svyturys Ekstra Draught,2387
2087,Norrlands Guld Export,2388
2088,Hansa Imported Dortmunder,2389
2089,Lager,2390
2090,Region X,2391
2091,Long Point Lager,2392
2092,Hansa Export,2393
2093,Brewers’ Cut Helles,2394
2094,Session Golden Lager,2395
2095,Allgäuer Hüttenbier,2396
2096,Barnburner Lager,2397
2097,Astra Rotlicht,2398
2098,Aktien Original 1857,2399
2099,Jägerbier Export Hell,2400
2100,1554,751
2101,Guinness Black Lager,752
2102,Creamy Dark,753
2103,Blackened Voodoo,754
2104,Heineken Dark Lager,755
2105,Baltika #4 Original (Dark),756
2106,St. Pauli Girl Special Dark,757
2107,Fischer Tradition Amber,758
2108,Death & Taxes,759
2109,San Miguel Dark Lager,760
2110,Budweiser Budvar Czech Dark Lager,761
2111,Dark Lager,762
2112,Efes Dark,763
2113,Beerlao Dark,764
2114,Black Licorice Lager,765
2115,LTD Series - 06,766
2116,Bernard Cerne (Dark),767
2117,El Steinber Dark Lager,768
2118,Alhambra Negra,769
2119,Kelso Nut Brown Lager,770
2120,Praga Dark Lager,771
2121,Pils Noir,772
2122,Dark Horse Lager,773
2123,Midnight Lager,774
2124,Žatec Dark Lager,775
2125,Staropramen Černý,776
2126,Faxe Amber,777
2127,Super Bock Stout,778
2128,Black Lager (Černé Pivo),779
2129,DAB Dark Beer,780
2130,Sagres Cerveja Preta (Dark),781
2131,Sapporo Premium Black Beer,782
2132,Nomad,783
2133,Obolon Oksamytove (Deep Velvet),784
2134,U Fleku Dark Lager,785
2135,Yebisu Black Beer,786
2136,Staropramen Granat Beer,787
2137,Honey Brown Lager,788
2138,Lev Black Lion,789
2139,Bohemia,790
2140,Primator Dark Lager,791
2141,Cusqueña Negra,792
2142,Asahi Dry Black,793
2143,Bones Shirt,794
2144,Goatman,795
2145,Dark 266,796
2146,Nightfall Lager,797
2147,Luna Jo Cold Brew Coffee Lager,798
2148,3 Best Friends,799
2149,Heineken Oud Bruin,800
2150,,2401
2151,Heineken Lager Beer,2402
2152,Harp Lager,2403
2153,Peroni Nastro Azzurro,2404
2154,Grolsch Premium Lager,2405
2155,Carlsberg Beer,2406
2156,Kronenbourg 1664,2407
2157,Birra MorettiBirra Moretti (Heineken),2408
2158,Singha,2409
2159,St. Pauli Girl,2410
2160,Pure Brewed Organic Lager BeerSamuel Smith Old Brewery (Tadcaster),2411
2161,Tiger Beer,2412
2162,Zywiec BeerZywiec Breweries PLC (Heineken),2413
2163,Kingfisher Premium Lager,2414
2164,Estrella Damm,2415
2165,Tusker Finest Quality LagerEast African Breweries Ltd (Kenya Breweries),2416
2166,Mythos Hellenic Lager Beer,2417
2167,Irish Style Lager,2418
2168,Efes Pilsener,2419
2169,Tyskie GronieTyskie Browary Książęce (SABMiller),2420
2170,Quilmes,2421
2171,Bavaria Beer,2422
2172,Steinlager,2423
2173,O.K. BeerBrowar Okocim S.A. (Carlsberg),2424
2174,Baltika #3 Classic,2425
2175,Oranjeboom Premium Lager,2426
2176,Amstel Lager,2427
2177,Sapporo Reserve,2428
2178,Tennent's Lager,2429
2179,Jupiler,2430
2180,James Boag's Premium Lager,2431
2181,Cusqueña Dorada (Golden Lager),2432
2182,Estrella Damm Daura,2433
2183,Original Organic Lager,2434
2184,Sympathy For The Lager,2435
2185,Tuborg Pilsner Beer (Green / Grøn),2436
2186,GösserBrauerei Göss (Brau Union),2437
2187,Hite,2438
2188,Yanjing Beer,2439
2189,Hollandia,2440
2190,Lech PremiumLech Browary Wielkopolski (SABMiller),2441
2191,Baltika #5 Gold,2442
2192,Faxe Premium,2443
2193,Hop House 13,2444
2194,Peter's Brand Classics,2445
2195,Casablanca Beer,2446
2196,Cinco Estrellas,2447
2197,Hinano,2448
2198,Pilsener,2449
2199,Tuborg Premium Lager (Gold / Guld),2450
2200,Elephant Beer,2451
2201,Baltika #9 Extra (Strong),2452
2202,Warka Premium (Strong),2453
2203,Lion Imperial Premium Malt Pilsner,2454
2204,Reserva 1925,2455
2205,Red Horse Beer,2456
2206,Hevelius Kaper,2457
2207,Bavaria 8.6 Original,2458
2208,Lobster Lovers Beer,2459
2209,Okocim MocneBrowar Okocim S.A. (Carlsberg),2460
2210,Faxe Extra Strong,2461
2211,Christoffel Nobel,2462
2212,Before-After Premium Lager (12% ABV),2463
2213,Crazy Brewski Imperial Pils,2464
2214,Bière Du Démon,2465
2215,Samichlaus Schwarzes,2466
2216,Ceres Strong Ale ExportCeres Brewery (Royal Unibrew),2467
2217,Tennent's Super Strong Lager,2468
2218,Grolsch Krachtig Kanon,2469
2219,Shiner Morello Dark Cherry,2470
2220,Kalnapilis 7.30,2471
2221,Grand 9.5 Beer,2472
2222,Boss Beer,2473
2223,Crest Super Premium Lager,2474
2224,Žaibo,2475
2225,1906 Red Vintage,2476
2226,Efes Extra,2477
2227,Tatra MocneZywiec Breweries PLC (Heineken),2478
2228,Special Brew,2479
2229,Gordon Finest GoldJohn Martin's (John Martin SA),2480
2230,Debowe MocneTyskie Browary Książęce (SABMiller),2481
2231,Lomza Mocne,2482
2232,Arsenalnoye Krepkoye (Strong),2483
2233,"Amsterdam Navigator 8,4",2484
2234,Cruzcampo Gran Reserva,2485
2235,San Miguel Selecta,2486
2236,X-Beer 33,2487
2237,"Zhiguly Grande 9,5",2488
2238,Amstel Gold,2489
2239,XO BeerBrasserie des Gabariers (L&L Cognac SA),2490
2240,Aiko,2491
2241,Moritz Epidor,2492
2242,Boris Bold,2493
2243,Slavutich Mitzne,2494
2244,Budvar Super Strong,2495
2245,Yarpivo Strong (Krepkoye),2496
2246,Faxe Royal Strong,2497
2247,Karpackie SuperBrowar Van Pur S.A. (Brau Union Polska),2498
2248,Gulpener Gladiator Robuust Bier,2499
2249,Primátor 21% Rytírský (Knight's Lager),2500
2250,Original Helles,2501
2251,Hofbräu Original,2502
2252,Spaten Münchner Hell (München/Premium Lager),2503
2253,Two Women Lager,2504
2254,Hell Lager,2505
2255,Münchner Hell (Original Munich Lager),2506
2256,Victory Helles Lager,2507
2257,Löwenbräu Original,2508
2258,Aecht Schlenkerla Helles Lagerbier,2509
2259,Hotter Than Helles Lager,2510
2260,Hacker-Pschorr Münchner Gold,2511
2261,Gorch Fock,2512
2262,Bikini Blonde Lager,2513
2263,Longfin Lager,2514
2264,Gold Lager,2515
2265,House Lager,2516
2266,Augustiner Bräu Lagerbier Hell,2517
2267,Fresh As HellesBoston Beer Company (Samuel Adams),2518
2268,Stiegl Goldbräu,2519
2269,Summer Lager,2520
2270,Helles Golden Lager,2521
2271,Helles Golden Lager,2522
2272,Andechser Vollbier Hell,2523
2273,Estrella Galicia Especial,2524
2274,Firestone Lager,2525
2275,Penn Gold,2526
2276,Henninger Premium Lager,2527
2277,Gold Leaf Lager,2528
2278,Where The Helles Summer?,2529
2279,Lager House Original Golden Helles,2530
2280,Helles,2531
2281,Munich-Style Lager,2532
2282,Rahr's Blonde,2533
2283,Heaven Or HellesBoston Beer Company (Samuel Adams),2534
2284,Blonde Lager,2535
2285,Marie,2536
2286,Andechser Spezial Hell,2537
2287,Alpenflo,2538
2288,Helles Lager,2539
2289,Hacker-Pschorr Münchner Hell,2540
2290,Hacker-Pschorr Edelhell,2541
2291,Weltenburger Kloster Barock-Hell,2542
2292,1516 Bavarian Lager,2543
2293,Augustiner Bräu Munchen Light Export Beer,2544
2294,Helles Belles,2545
2295,Hummin' Bird,2546
2296,Samuel Adams Golden HourBoston Beer Company (Samuel Adams),2547
2297,Heavenly Helles,2548
2298,Neuschwansteiner,2549
2299,Ottakringer Helles,2550
2300,Hoponius Union,2551
2301,Samuel Adams Double Agent IPLBoston Beer Company (Samuel Adams),2552
2302,Mass Rising,2553
2303,Kiwi Rising - Double IPL,2554
2304,Otter Creek Citra Mantra,2555
2305,Fathom IPL,2556
2306,Dream Machine,2557
2307,Quinannan Falls,2558
2308,Hopside Down India Style Pale Lager,2559
2309,Excess IPL,2560
2310,Silver & Gold,2561
2311,Home Grown New American Lager,2562
2312,MMMKAY,2563
2313,Triple Hop'd Lager,2564
2314,Samuel Adams Ella Blanc IPLBoston Beer Company (Samuel Adams),2565
2315,Mad & Noisy Brewing Hops & Bolts India Pale Lager,2566
2316,Contemporary Works - Mono,2567
2317,Metropolis Lager,2568
2318,Gulo Gulo I.P.L,2569
2319,Hoponius On Holiday,2570
2320,Wicked Philthy IPL,2571
2321,IPL,2572
2322,HopKine,2573
2323,KyaraCoedo Brewery (Kyodo Shoji Koedo Brewery),2574
2324,Double IPL,2575
2325,Sibling Rye-valry,2576
2326,India Pale Lager,2577
2327,Salad Daze,2578
2328,Natural Liberty,2579
2329,Nelson IPL,2580
2330,Awesome IPL,2581
2331,Caesar Augustus (Lager/IPA Hybrid),2582
2332,Meltwater India Pale Lager,2583
2333,At Arm's Length,2584
2334,KT66 IPL,2585
2335,Bitter Unicorn Tears,2586
2336,Wasatch Snap Down Header India Pale Lager,2587
2337,Nühell IPL,2588
2338,Colorado Native IPL,2589
2339,Both Ways India Pale Lager,2590
2340,Single Hop Citra IPL,2591
2341,Outdoor,2592
2342,India Style Pale Lager,2593
2343,Shiner 777 IPL,2594
2344,Citra Blanc,2595
2345,12 Mile India Pale Lager,2596
2346,Citraveza,2597
2347,IXPL Des Prairies,2598
2348,Express India Session Lager,2599
2349,IPL,2600
2350,Asahi Super Dry,3551
2351,Lucky Buddha Enlightened Beer,3552
2352,Sapporo Original Draft Beer,3553
2353,Orion Premium Draft Beer,3554
2354,Kirin Lager,3555
2355,Beerlao Lager,3556
2356,Sapporo Draft Beer,3557
2357,Koshihikari Echigo Beer,3558
2358,Asahi Draft (Jukusen),3559
2359,Hanamachi,3560
2360,Kirin Classic Lager,3561
2361,Sapporo,3562
2362,Asahi Orion,3563
2363,Asahi Dry Premium,3564
2364,Supra Deluxe,3565
2365,Hayabusa,3566
2366,Siwo,3567
2367,Sapporo Fuyumonogatari - The Winter's Tale,3568
2368,Organic Beer Shinshu Sansan,3569
2369,Big In Japan,3570
2370,Japanese Lager,3571
2371,Zhujiang Beer,3572
2372,Kankitsu,3573
2373,Kirin Bar Beer,3574
2374,Kirin Premium Draft Beer,3575
2375,Kirin Ichiban Maribana,3576
2376,Kirin Brau Meister,3577
2377,Jasmine Rice,3578
2378,Yebisu Joël Robuchon,3579
2379,Pinky Sweater,3580
2380,Gowanus Gold,3581
2381,Koi,3582
2382,Folding Cranes,3583
2383,Sweep The Leg,3584
2384,No. 5 Sorachi,3585
2385,Jaws,3586
2386,Grand Kirin JPL,3587
2387,Dandy Lager,3588
2388,Taiwan Beer Draft Beer Only 18 Days,3589
2389,Tennō Dry,3590
2390,Hapa Beer,3591
2391,Lucky Cat,3592
2392,Asahi Shunrei Karakuchi,3593
2393,Koji Gold,3594
2394,Noodles,3595
2395,Ikebana,3596
2396,Ukiyo,3597
2397,Poetry Snaps,3598
2398,Dragon,3599
2399,Siamsato,3600
2400,1516 Kellerbier,2601
2401,KillaPilz,2602
2402,Zwickel,2603
2403,Kellerbier Ungespundet-Lager hefetrüb (aU Ungespundet Naturtrüb),2604
2404,Mönchshof Kellerbier,2605
2405,Grevensteiner Original,2606
2406,Hacker-Pschorr Munchner Kellerbier (Anno 1417),2607
2407,Buttenheimer Keller Bier,2608
2408,Sea To Sea Lager,2609
2409,Original Landbier Zwick'l,2610
2410,Creemore Springs Kellerbier,2611
2411,Summer Teeth,2612
2412,Moosbacher Kellerbier,2613
2413,Mastodon,2614
2414,Von Pilsner,2615
2415,Samuel Adams KellerbierBoston Beer Company (Samuel Adams),2616
2416,Citra-Pils Keller Bier,2617
2417,Zeppelin Bier,2618
2418,Trendler Pilsner,2619
2419,Saxony Lager,2620
2420,Beersel Lager,2621
2421,Keller Pils,2622
2422,Série Signature Kellerbier,2623
2423,Arcobräu Zwickl Lager,2624
2424,Southern Gothic,2625
2425,White Lager,2626
2426,STiVO,2627
2427,Hofbräu Sommerzwickl Naturtrüb,2628
2428,Kress Bayrisch Zwickel,2629
2429,Luchesa Lager,2630
2430,Paracelsus Zwickl,2631
2431,Kubelbier,2632
2432,Veldensteiner Zwick'l,2633
2433,Ayinger Kellerbier,2634
2434,Ziggy Zoggy Summer Lager,2635
2435,Unfiltered,2636
2436,Leaves Of Grass Series VI: Salut au Monde!,2637
2437,Die Königin,2638
2438,Steinbier Original,2639
2439,Fürsten Zwickel,2640
2440,Mönchsambacher Lager,2641
2441,Village Lager,2642
2442,Lagerbier,2643
2443,Ms. Frank,2644
2444,Spica Pilsner,2645
2445,Riegele Kellerbier,2646
2446,You Can't Take Me Anywhere,2647
2447,Keller,2648
2448,Heliostat Zwickel Lager,2649
2449,Kehl,2650
2450,Bud Light,2651
2451,Coors LightCoors Brewing Company (Molson-Coors),2652
2452,Miller Lite,2653
2453,Bud Light Lime,2654
2454,Michelob Ultra,2655
2455,Sam Adams LightBoston Beer Company (Samuel Adams),2656
2456,Natural Light,2657
2457,Corona Light,2658
2458,Keystone LightCoors Brewing Company (Molson-Coors),2659
2459,Bud Light Platinum,2660
2460,Tsingtao Beer,2661
2461,Busch Light,2662
2462,Amstel Light,2663
2463,Budweiser Select,2664
2464,Light Lager,2665
2465,Heineken Premium Light Lager,2666
2466,Michelob Light,2667
2467,Miller 64,2668
2468,Miller High Life Light,2669
2469,Milwaukee's Best Light,2670
2470,Labatt Blue Light,2671
2471,Budweiser Select 55,2672
2472,Michelob Ultra Amber,2673
2473,Premium Light Beer,2674
2474,Michelob Golden Draft Light,2675
2475,Tecate Light,2676
2476,Michelob Ultra Lime & Prickly Pear Cactus,2677
2477,Sankaty Light,2678
2478,Miller Genuine Draft 64,2679
2479,Shiner Light Blonde,2680
2480,Genny Light,2681
2481,I.C. Light,2682
2482,Medalla Light,2683
2483,Old Milwaukee Light,2684
2484,Yacht,2685
2485,Beck's Premier Light,2686
2486,Kirin Light Beer,2687
2487,Michelob Ultra Fruit Pomegranate Raspberry,2688
2488,Shiner Light,2689
2489,Light,2690
2490,Local's Light,2691
2491,Corona Premier,2692
2492,Bud Light Orange,2693
2493,Red Stripe Light,2694
2494,Molson Canadian Light,2695
2495,Beck's Light,2696
2496,Pabst Blue Ribbon Light,2697
2497,Presidente Light,2698
2498,Kirkland Signature Light Beer,2699
2499,Nite Lite,2700
2500,Mickey's,2701
2501,Steel Reserve 211 (High Gravity),2702
2502,Olde English 800,2703
2503,Colt 45 Malt Liquor,2704
2504,Bud Light Lime-A-Rita,2705
2505,Molson XXX,2706
2506,King Cobra Premium Malt Liquor,2707
2507,Bud Light Lime Straw-Ber-Rita,2708
2508,Hurricane High Gravity Malt Liquor,2709
2509,Natty Daddy (8%),2710
2510,Hurricane Malt Liquor,2711
2511,Magnum,2712
2512,St. Ides High Gravity Malt Liquor,2713
2513,Schlitz O.M.L. (Malt Liquor)JOS. Schlitz Brewing Co. (Pabst),2714
2514,Bud Light Lime Mang-o-Rita,2715
2515,Icehouse Edge,2716
2516,Olde English 800 High Gravity,2717
2517,Dog Bite High Gravity Lager,2718
2518,Haywards 5000 Super Premium Beer,2719
2519,Red Horse Beer: Extra Strong,2720
2520,Schlitz High Gravity V.S.L Very Smooth LagerJOS. Schlitz Brewing Co. (Pabst),2721
2521,Labatt Max Ice,2722
2522,Country Club Malt Liquor,2723
2523,Bud Light Lime Cran-Brrr-Rita,2724
2524,Steel Reserve 211 Triple Export,2725
2525,Colt 45 High Gravity Lager,2726
2526,Old Monk 10000,2727
2527,Camo Black Ice,2728
2528,Schlitz Bull Ice I.M.L.JOS. Schlitz Brewing Co. (Pabst),2729
2529,Region Riot,2730
2530,Colt 45 Double Malt Liquor,2731
2531,Crazy Stallion,2732
2532,Camo Silver Ice,2733
2533,Evil Eye,2734
2534,Bud Light Lime Apple-Ahhh-Rita,2735
2535,Camo High Gravity Lager,2736
2536,Bud Light Lime Lemon-Ade-Rita,2737
2537,Ale,2738
2538,Zima,2739
2539,Stack 101 High Gravity Smooth Lager,2740
2540,Molson Brador,2741
2541,Earthquake High Gravity Lager (10%),2742
2542,Schlitz Red Bull X. L. Xtra Long Malt LiquorJOS. Schlitz Brewing Co. (Pabst),2743
2543,Axe Head Malt Liquor,2744
2544,Colt 45,2745
2545,Clear Creek Ice,2746
